,PUMA,YEAR,HHWT,GQ,PERWT,SEX,AGE,MARST,RACE,HISPAN,CITIZEN,SPEAKENG,HCOVANY,HCOVPRIV,HINSEMP,HINSCAID,HINSCARE,EDUC,EMPSTAT,EMPSTATD,LABFORCE,WRKLSTWK,ABSENT,LOOKING,AVAILBLE,WRKRECAL,WORKEDYR,INCTOT,INCWAGE,INCWELFR,INCINVST,INCEARN,POVERTY,DEPARTS,ARRIVES,sim_individual_id
639,39-2700,2012,8.0,4,8.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,1,0,0,0,0,0,0,0,0,825683
640,39-2700,2012,66.0,1,121.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,12,2,1,3,3,5,3,3,960,960,0,0,960,318,0,0,825699
641,39-2700,2012,6.0,4,6.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,8500,8000,0,0,8500,0,902,944,825722
642,39-2700,2012,49.0,4,49.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,4204,4200,0,4,4200,0,0,0,825748
643,39-2700,2012,9.0,4,9.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,160,160,0,0,160,0,0,0,825818
644,39-2700,2012,121.0,1,277.0,1,21,3,1,0,0,3,2,1,1,2,1,6,2,20,2,1,1,2,4,3,3,310,310,0,0,310,34,0,0,825971
645,39-2700,2012,436.0,1,436.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,42,902,904,825980
646,39-2700,2012,81.0,3,81.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,826022
647,39-2700,2012,77.0,1,112.0,1,21,6,1,0,0,3,2,1,1,2,1,6,1,10,2,2,4,3,5,3,3,650,650,0,0,650,166,1025,1029,826048
648,39-2700,2012,44.0,1,44.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,1,1,4,3,3,35000,35000,0,0,35000,298,602,649,826077
649,39-2700,2012,8.0,4,8.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,4204,4200,0,4,4200,0,0,0,826183
650,39-2700,2012,85.0,4,85.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,4204,4200,0,4,4200,0,0,0,826223
651,39-2700,2012,443.0,1,444.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,32000,32000,0,0,32000,270,602,644,826315
652,39-2700,2012,90.0,4,90.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2500,2500,0,0,2500,0,0,0,826359
653,39-2800,2012,96.0,1,81.0,1,21,6,1,0,0,4,1,1,1,1,1,4,1,10,2,2,4,3,5,3,3,13000,0,0,0,13000,251,632,854,833489
654,39-2800,2012,88.0,4,88.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,800,800,0,0,800,0,1705,1709,833927
655,39-2800,2012,9.0,4,9.0,1,21,6,1,0,0,3,2,2,1,1,1,7,3,30,1,1,1,1,5,3,3,5500,3000,0,0,3000,0,0,0,834002
656,39-2800,2012,72.0,1,79.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,2,0,0,0,0,0,1,0,0,834056
657,39-2800,2012,9.0,4,9.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,800,800,0,0,800,0,1705,1709,834093
658,39-2800,2012,22.0,1,33.0,1,21,6,1,0,0,3,1,1,1,1,1,2,2,20,2,1,1,2,4,3,2,0,0,0,0,0,193,0,0,834190
659,39-2800,2012,19.0,4,19.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2000,2000,0,0,2000,0,0,0,834201
660,39-2800,2012,209.0,1,245.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,5,3,2,0,0,0,0,0,1,0,0,834276
661,39-2800,2012,144.0,1,192.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,1500,1500,0,0,1500,74,547,559,834288
662,39-2800,2012,25.0,1,31.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,4,3,4,2,3,29700,25400,0,0,25400,195,0,0,834427
663,39-2800,2012,137.0,1,137.0,1,21,1,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,32000,32000,0,0,32000,194,632,654,834472
664,39-2800,2012,126.0,1,227.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,7500,7500,0,0,7500,337,1035,1054,834540
665,39-2800,2012,82.0,1,87.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,27000,27000,0,0,27000,466,0,0,834555
666,39-2800,2012,349.0,1,214.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,2,8400,0,0,0,0,497,0,0,834625
667,39-2900,2012,82.0,1,67.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,17500,17500,0,0,17500,501,732,744,842385
668,39-2900,2012,75.0,1,113.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,25000,25000,0,0,25000,443,532,554,842648
669,39-2900,2012,123.0,1,136.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,1,2,5,1,3,35000,35000,0,0,35000,304,1305,1344,842713
670,39-2900,2012,187.0,1,188.0,1,21,6,1,0,0,3,2,1,1,2,1,0,3,30,1,1,1,1,5,3,1,9800,0,1500,0,0,82,0,0,842893
671,39-2900,2012,155.0,1,184.0,1,21,6,1,0,0,3,2,2,1,1,1,6,2,20,2,1,1,2,4,3,3,12000,12000,0,0,12000,355,0,0,842938
672,39-300,2012,92.0,1,113.0,1,21,6,1,0,1,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,501,902,914,849506
673,39-300,2012,150.0,1,238.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,5700,5700,0,0,5700,299,802,819,849697
674,39-300,2012,75.0,1,125.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,18020,18000,0,20,18000,403,632,654,849801
675,39-300,2012,25.0,1,37.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,19000,19000,0,0,19000,396,1055,1059,849935
676,39-300,2012,95.0,1,115.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3500,3500,0,0,3500,128,1605,1614,849952
677,39-300,2012,80.0,1,110.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,501,722,839,850045
678,39-300,2012,93.0,1,132.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,5900,5900,0,0,5900,501,1005,1034,850128
679,39-300,2012,328.0,1,485.0,1,21,6,1,0,0,3,1,1,1,1,1,4,2,20,2,1,1,2,4,3,3,2500,2500,0,0,2500,21,0,0,850360
680,39-300,2012,83.0,1,102.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,10700,10700,0,0,10700,422,1805,1814,850376
681,39-300,2012,75.0,1,54.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,1,5,1,3,30000,30000,0,0,30000,252,747,754,850402
682,39-3000,2012,87.0,1,68.0,1,21,6,1,0,0,3,2,2,2,1,1,5,3,30,1,1,1,1,3,3,1,0,0,0,0,0,384,0,0,856929
683,39-3000,2012,75.0,1,66.0,1,21,6,1,0,0,3,2,1,1,2,1,7,1,10,2,2,4,3,5,3,3,5010,5000,0,10,5000,42,1735,1739,857316
684,39-3000,2012,18.0,1,26.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,20,2,1,1,2,4,3,2,0,0,0,0,0,190,0,0,857594
685,39-3000,2012,19.0,3,19.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,857841
686,39-3000,2012,288.0,1,186.0,1,21,6,1,0,0,3,2,2,2,1,1,4,3,30,1,1,1,1,5,3,1,0,0,0,0,0,239,0,0,857945
687,39-3100,2012,152.0,1,285.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,501,632,659,864179
688,39-3100,2012,224.0,1,465.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,112,732,744,864316
689,39-3100,2012,81.0,1,163.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,3,1,1,0,0,0,0,0,135,0,0,864446
690,39-3100,2012,7.0,4,7.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,1,1200,0,1200,0,0,10,0,0,864724
691,39-3100,2012,77.0,1,161.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,427,602,624,865019
692,39-3200,2012,109.0,4,109.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,0,0,0,871700
693,39-3200,2012,12.0,4,12.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,0,0,0,871849
694,39-3200,2012,135.0,1,160.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,8100,8100,0,0,8100,132,1945,1954,871931
695,39-3200,2012,107.0,1,100.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,6500,6500,0,0,6500,55,2155,2159,871978
696,39-3200,2012,93.0,4,93.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,0,0,0,872092
697,39-3200,2012,27.0,3,27.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,3,4,3,5,3,3,12200,12200,0,0,12200,0,0,0,872132
698,39-3200,2012,93.0,4,93.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,0,0,0,872285
699,39-3300,2012,28.0,1,27.0,1,21,1,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,25000,25000,0,0,25000,121,702,719,878112
700,39-3300,2012,93.0,1,177.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,5000,5000,0,0,5000,213,1545,1604,878193
701,39-3300,2012,92.0,1,119.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,8800,8800,0,0,8800,190,1335,1349,878274
702,39-3300,2012,79.0,1,148.0,1,21,6,1,0,0,3,2,2,2,1,1,5,1,10,2,2,1,3,5,3,3,6500,6500,0,0,6500,55,532,544,878338
703,39-3400,2012,83.0,1,105.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,1,3,3,3,12000,12000,0,0,12000,501,502,519,885480
704,39-3400,2012,266.0,1,296.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,17000,17000,0,0,17000,401,2205,2214,885738
705,39-3500,2012,15.0,1,15.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,30000,30000,0,0,30000,251,702,724,891105
706,39-3500,2012,55.0,4,55.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,17000,3500,0,0,3500,0,602,604,891164
707,39-3500,2012,62.0,1,66.0,1,21,2,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,26000,26000,0,0,26000,501,832,839,891289
708,39-3500,2012,48.0,3,48.0,1,21,6,1,0,0,3,2,1,1,2,1,5,3,30,1,2,4,3,5,3,3,3000,3000,0,0,3000,0,0,0,891453
709,39-3500,2012,20.0,1,18.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,327,1505,1534,891463
710,39-3500,2012,14.0,4,14.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,5,3,1,8400,0,0,0,0,70,0,0,891794
711,39-3500,2012,17.0,1,19.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,288,435,454,891892
712,39-3500,2012,49.0,1,38.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,3,6000,6000,0,0,6000,71,0,0,891895
713,39-3500,2012,219.0,1,202.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,7000,7000,0,0,7000,58,1435,1449,892143
714,39-3500,2012,67.0,1,71.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,292,632,654,892163
715,39-3500,2012,22.0,1,22.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,2,4,1,3,25000,25000,0,0,25000,213,215,319,892266
716,39-3500,2012,57.0,1,61.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,1,1,5,2,3,30000,30000,0,0,30000,393,532,604,892516
717,39-3600,2012,35.0,1,32.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,170,1445,1454,901077
718,39-3600,2012,260.0,1,355.0,1,21,6,1,0,0,3,1,1,1,1,1,5,3,30,1,1,1,1,5,3,1,0,0,0,0,0,135,0,0,901209
719,39-3600,2012,89.0,3,89.0,1,21,6,1,0,0,3,2,1,1,2,1,4,3,30,1,3,4,3,5,3,3,50000,0,0,0,50000,0,0,0,901372
720,39-3600,2012,32.0,1,56.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,10600,9000,0,0,9000,501,732,739,901403
721,39-3600,2012,75.0,1,67.0,1,21,1,1,0,0,3,2,1,1,2,1,6,1,10,2,2,4,3,5,3,3,7000,0,0,0,7000,45,0,0,901862
722,39-3600,2012,82.0,3,82.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,2,4,3,5,3,3,1800,1800,0,0,1800,0,0,0,901901
723,39-3700,2012,47.0,1,45.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,144,1705,1734,908310
724,39-3700,2012,65.0,1,77.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,1,0,0,0,0,0,178,0,0,908380
725,39-3700,2012,86.0,1,77.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,13000,13000,0,0,13000,307,642,814,908418
726,39-3700,2012,139.0,1,87.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,3,4,3,5,3,3,6700,6700,0,0,6700,187,445,514,908444
727,39-3700,2012,107.0,3,107.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,908585
728,39-3700,2012,71.0,1,67.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,2,3,1,3,1200,1200,0,0,1200,17,0,0,908831
729,39-3700,2012,65.0,1,84.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,23400,23400,0,0,23400,280,632,654,908861
730,39-3700,2012,21.0,1,22.0,1,21,2,1,0,0,3,1,1,1,1,1,5,2,20,2,1,1,2,4,1,3,3000,3000,0,0,3000,115,0,0,908880
731,39-3700,2012,153.0,1,141.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,3,4,3,3,9100,9100,0,0,9100,152,1405,1414,909102
732,39-3700,2012,153.0,1,142.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,1,1,4,1,3,3000,3000,0,0,3000,152,732,749,909103
733,39-3700,2012,21.0,1,21.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,127,702,704,909130
734,39-3800,2012,130.0,1,274.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,3,5,3,3,3300,3300,0,0,3300,219,847,859,915278
735,39-3800,2012,43.0,1,73.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,9000,9000,0,0,9000,137,1205,1214,915333
736,39-3800,2012,102.0,1,155.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,1,3,8100,8100,0,0,8100,69,902,929,915733
737,39-3800,2012,106.0,1,223.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,18000,18000,0,0,18000,471,425,459,915858
738,39-3900,2012,83.0,1,103.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,378,1545,1554,923175
739,39-3900,2012,155.0,1,168.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,20,2,1,1,2,4,1,3,1350,1200,0,150,1200,501,0,0,923406
740,39-3900,2012,34.0,1,34.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,22000,22000,0,0,22000,120,2215,2239,923644
741,39-3900,2012,125.0,1,167.0,1,21,6,1,0,0,3,2,2,1,1,1,7,2,20,2,1,1,2,4,3,2,0,0,0,0,0,501,0,0,923824
742,39-3900,2012,18.0,1,22.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,4300,4300,0,0,4300,412,902,919,923837
743,39-400,2012,232.0,1,323.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,169,2205,2234,930726
744,39-400,2012,69.0,1,94.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,10500,10500,0,0,10500,501,702,724,930952
745,39-400,2012,97.0,1,122.0,1,21,6,1,0,0,3,2,2,2,1,1,10,2,20,2,1,1,2,4,3,3,260,260,0,0,260,351,0,0,931042
746,39-400,2012,66.0,1,66.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,16500,16500,0,0,16500,140,947,954,931100
747,39-400,2012,171.0,1,193.0,1,21,6,1,0,1,3,1,1,1,1,1,6,2,20,2,1,4,2,4,1,3,2750,750,2000,0,750,134,0,0,931366
748,39-400,2012,78.0,1,78.0,1,21,6,1,0,2,4,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,153,632,644,931457
749,39-4000,2012,124.0,1,124.0,1,21,6,1,0,0,3,2,2,2,1,1,10,3,30,1,1,1,1,5,3,1,0,0,0,0,0,1,0,0,936844
750,39-4000,2012,38.0,4,38.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,936849
751,39-4000,2012,4.0,4,4.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,3,4,3,5,3,3,2500,2500,0,0,2500,0,0,0,937102
752,39-4000,2012,65.0,1,54.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,1,3,5,3,3,5000,5000,0,0,5000,501,1605,1629,937127
753,39-4000,2012,52.0,4,52.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,937366
754,39-4000,2012,39.0,4,39.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,1,1200,0,1200,0,0,10,0,0,937461
755,39-4000,2012,3.0,4,3.0,1,21,6,1,0,0,3,2,2,1,1,1,7,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,937573
756,39-4000,2012,73.0,3,73.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,937591
757,39-4000,2012,74.0,1,66.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,12,2,1,3,1,5,2,3,4000,4000,0,0,4000,179,0,0,937686
758,39-4000,2012,67.0,1,55.0,1,21,6,1,0,0,3,2,2,1,1,1,6,3,30,1,1,1,1,5,3,2,0,0,0,0,0,501,0,0,937689
759,39-4101,2012,277.0,1,268.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,127,1605,1609,945527
760,39-4102,2012,239.0,1,151.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,169,1325,1344,949914
761,39-4103,2012,190.0,1,240.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3900,3900,0,0,3900,483,802,824,954804
762,39-4103,2012,142.0,1,181.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,3,5,1,3,3300,3300,0,0,3300,370,1525,1704,955111
763,39-4104,2012,63.0,1,96.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,4,3,3,12000,12000,0,0,12000,195,0,0,959337
764,39-4105,2012,391.0,1,392.0,1,21,6,1,0,0,3,1,1,1,1,1,8,1,10,2,2,4,3,5,3,3,22800,22800,0,0,22800,128,1105,1144,964622
765,39-4105,2012,66.0,1,65.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,11000,11000,0,0,11000,93,1145,1204,964749
766,39-4105,2012,81.0,1,178.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2500,2500,0,0,2500,21,0,0,964849
767,39-4105,2012,81.0,1,177.0,1,21,6,1,0,0,3,1,1,1,1,1,7,3,30,1,1,1,1,3,1,3,1000,1000,0,0,1000,8,0,0,964850
768,39-4105,2012,80.0,4,80.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3200,3200,0,0,3200,0,1705,1734,964941
769,39-4105,2012,177.0,1,177.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,25,1405,1414,965029
770,39-4105,2012,87.0,1,71.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,21900,21900,0,0,21900,185,1535,1549,965090
771,39-4105,2012,135.0,1,135.0,1,21,6,1,0,0,3,1,1,1,1,1,10,1,10,2,2,4,3,5,3,3,6400,6400,0,0,6400,54,1005,1009,965130
772,39-4105,2012,75.0,4,75.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3200,3200,0,0,3200,0,1705,1734,965139
773,39-4105,2012,67.0,1,68.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,20,2,1,1,2,4,3,2,0,0,0,0,0,1,0,0,965217
774,39-4105,2012,82.0,1,81.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,7600,7600,0,0,7600,63,1105,1114,965218
775,39-4106,2012,77.0,1,77.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,23200,22000,0,0,23200,299,932,954,970372
776,39-4106,2012,97.0,1,97.0,1,21,1,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,40000,40000,0,0,40000,358,502,704,970476
777,39-4107,2012,52.0,1,61.0,1,21,6,1,0,0,3,2,2,1,1,1,8,3,30,1,1,4,1,3,1,1,0,0,0,0,0,38,0,0,976173
778,39-4107,2012,54.0,1,62.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,4500,4500,0,0,4500,228,1035,1044,976374
779,39-4107,2012,67.0,4,67.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,500,500,0,0,500,0,0,0,976538
780,39-4107,2012,22.0,4,22.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3200,3200,0,0,3200,0,1705,1734,976786
781,39-4108,2012,185.0,1,269.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,289,1635,1654,982110
782,39-4109,2012,61.0,1,71.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,1,5,3,3,5000,5000,0,0,5000,501,902,929,985882
783,39-4109,2012,47.0,1,47.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,22770,22000,0,0,22000,192,557,619,986059
784,39-4109,2012,92.0,1,82.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,7500,7500,0,0,7500,501,802,809,986401
785,39-4109,2012,134.0,1,144.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,281,632,639,986509
786,39-4110,2012,100.0,1,114.0,1,21,6,1,0,0,3,1,1,1,1,1,5,2,20,2,1,1,2,4,3,3,100,100,0,0,100,1,0,0,990630
787,39-4110,2012,65.0,3,65.0,1,21,6,1,0,0,3,1,1,1,1,1,5,3,30,1,3,4,3,5,3,3,4200,2000,2200,0,2000,0,0,0,990700
788,39-4111,2012,65.0,1,66.0,1,21,6,1,0,0,3,2,2,2,1,1,0,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,125,1535,1554,995387
789,39-4200,2012,26.0,1,57.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,3,4,3,5,3,1,0,0,0,0,0,390,0,0,999229
790,39-4300,2012,71.0,1,94.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,3,1100,1100,0,0,1100,445,0,0,1008494
791,39-4300,2012,72.0,1,92.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,18000,18000,0,0,18000,372,1725,1744,1008523
792,39-4300,2012,74.0,1,72.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,12,2,1,3,1,2,3,3,12000,12000,0,0,12000,101,0,0,1009180
793,39-4300,2012,56.0,1,52.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,4,2,3,3,3,7100,7100,0,0,7100,234,0,0,1009226
794,39-4300,2012,79.0,1,82.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,3,1,1,7300,0,0,0,0,142,0,0,1009296
795,39-4400,2012,117.0,1,171.0,1,21,6,1,0,0,3,2,1,1,1,2,6,3,30,1,1,1,1,5,3,1,6500,0,0,0,0,157,0,0,1016761
796,39-4400,2012,128.0,1,209.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,20800,20800,0,0,20800,501,602,624,1016783
797,39-4500,2012,15.0,1,15.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,18000,18000,0,0,18000,233,1635,1649,1022033
798,39-4500,2012,56.0,1,85.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,4,1,3,1000,1000,0,0,1000,307,0,0,1022330
